stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
759506,"208","Merrimon Ave at Spears Ave","",35.610321,-82.554633,0,,0,,
759505,"207","Merrimon Ave at Hillside St","",35.607599,-82.553723,0,,0,,
759504,"206","Merrimon Ave at E Chestnut St","",35.603173,-82.553096,0,,0,,
759503,"205","Merrimon Ave at Marcellus St","",35.600484,-82.553667,0,,0,,
759502,"204","Broadway St at Woodfin St","",35.598441,-82.552993,0,,0,,
759501,"203","Broadway St at Walnut St","",35.596571,-82.552125,0,,0,,
759500,"202","Broadway St at College St","",35.595693,-82.551885,0,,0,,
759584,"401","Patton Ave at Haywood St","",35.5945,-82.554223,0,,0,,
759771,"665","Kenilworth Rd at Chateau Pl","",35.58426,-82.53549,0,,0,,
759905,"804","Clingman Ave at Roberts St","",35.587064,-82.566427,0,,0,,
759904,"803","Clingman Ave at Owens Bell Ln","",35.589388,-82.56376,0,,0,,
759903,"802","Hilliard Ave at Clingman Ave","",35.59098,-82.562363,0,,0,,
759776,"670","Centre Park Dr at Social Security Administration","",35.600278,-82.52927,0,,0,,
759775,"669","Piney Mountain Dr at Chunns Cove Rd","",35.599272,-82.531407,0,,0,,
759627,"445","Tunnel Rd at Chunns Cove Rd","",35.594596,-82.531896,0,,0,,
759626,"444","Tunnel Rd at I-240","Entrance and Exit Ramp",35.592643,-82.530866,0,,0,,
759625,"443","Tunnel Rd at Kenilworth Rd","",35.58975,-82.529864,0,,0,,
759774,"668","Kenilworth Rd at Aurora Dr","",35.587786,-82.53158,0,,0,,
759569,"304","Hill St at Montford Ave","",35.59709,-82.560244,0,,0,,
759568,"303","Montford Ave at Haywood St","",35.596358,-82.559261,0,,0,,
759567,"302","Patton Ave at Clingman Ave","",35.593065,-82.561946,0,,0,,
759566,"301","Patton Ave at S French Broad Ave","",35.593714,-82.55865,0,,0,,
759565,"300","Patton Ave at Otis St","",35.594031,-82.557125,0,,0,,
759496,"160","N Louisiana Ave at Patton Ave","",35.585598,-82.591961,0,,0,,
759495,"159","N Louisiana Ave at Tanglewood Dr","",35.583404,-82.591948,0,,0,,
759494,"158","N Louisiana Ave at Majestic Ave","",35.580093,-82.590818,0,,0,,
759917,"816","State St at Haywood Rd","",35.578599,-82.588369,0,,0,,
759916,"815","State St at Pennsylvania Ave","",35.576574,-82.586421,0,,0,,
759493,"157","State St at Hanover St","",35.571752,-82.582555,0,,0,,
759492,"156","State St at Short Michigan Ave","",35.570314,-82.57827,0,,0,,
759438,"101","N Louisiana Ave at Emma Elementary School","",35.598524,-82.591102,0,,0,,
759490,"154","State St at Amboy Rd","",35.566753,-82.57352,0,,0,,
759491,"155","State St at Wellington St","",35.570063,-82.576214,0,,0,,
759489,"153","Amboy Rd at Amboy Park","",35.567583,-82.569289,0,,0,,
759488,"152","Amboy Rd at Riverview Dr","",35.568734,-82.564696,0,,0,,
759487,"151","Meadow Rd at Victoria Dr","",35.565242,-82.556793,0,,0,,
759486,"150","Short McDowell St at McDowell St","",35.569261,-82.549885,0,,0,,
759857,"751","McDowell St at Lodge St","",35.5673,-82.544626,0,,0,,
