aggregation,city_bounded,city_name,formatted_value,id,route_id,route_type,sample_period,type,value,version
route,False,Chicago,1.0,882,111A,0,midday,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,883,24,0,midday,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,262,77,0,evening,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,884,Blue,0,midday,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,25.0,263,Org,0,evening,num_stops,25.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,90.0,264,15,0,evening,num_stops,90.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,58.0,265,90,0,evening,num_stops,58.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,129.0,266,9,0,evening,num_stops,129.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,60.0,267,201,0,evening,num_stops,60.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,77.0,268,44,0,evening,num_stops,77.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,271,56,0,evening,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,38.0,274,68,0,evening,num_stops,38.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,275,Red,0,evening,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,12.0,276,111A,0,evening,num_stops,12.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,277,24,0,evening,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,278,Blue,0,evening,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,279,155,0,evening,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,97.0,280,94,0,evening,num_stops,97.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,93.0,282,79,0,evening,num_stops,93.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,281,35,0,evening,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,287,59,0,evening,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,92.0,288,87,0,evening,num_stops,92.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,289,21,0,evening,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,290,76,0,evening,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,83.0,283,152,0,evening,num_stops,83.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,57.0,284,103,0,evening,num_stops,57.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,285,112,0,evening,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,286,72,0,evening,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,42.0,291,85A,0,evening,num_stops,42.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,21.0,293,43,0,evening,num_stops,21.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,1189,130,0,night,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,292,54,0,evening,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,1190,29,0,night,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,79.0,296,71,0,evening,num_stops,79.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,43.0,298,108,0,evening,num_stops,43.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,29.0,308,95W,0,evening,num_stops,29.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,309,J14,0,evening,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,299,80,0,evening,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,26.0,300,106,0,evening,num_stops,26.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,387,37,0,night,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,42.0,301,62H,0,evening,num_stops,42.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,28.0,302,G,0,evening,num_stops,28.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,99.0,303,82,0,evening,num_stops,99.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,123.0,304,49,0,evening,num_stops,123.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,60.0,305,6,0,evening,num_stops,60.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,72.0,306,126,0,evening,num_stops,72.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,79.0,307,36,0,evening,num_stops,79.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,26.0,536,106,0,weekend,num_stops,26.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,55.0,310,39,0,evening,num_stops,55.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,311,60,0,evening,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,49.0,312,8A,0,evening,num_stops,49.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,87.0,318,53,0,evening,num_stops,87.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,37.0,313,Pink,0,evening,num_stops,37.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,56.0,320,115,0,evening,num_stops,56.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,81.0,314,47,0,evening,num_stops,81.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,35.0,329,63W,0,evening,num_stops,35.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,105.0,330,30,0,evening,num_stops,105.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,331,7,0,evening,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,315,111,0,evening,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,90.0,316,151,0,evening,num_stops,90.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,18.0,317,P,0,evening,num_stops,18.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,70.0,319,75,0,evening,num_stops,70.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,47.0,321,156,0,evening,num_stops,47.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,62.0,322,20,0,evening,num_stops,62.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,61.0,323,70,0,evening,num_stops,61.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,65.0,324,86,0,evening,num_stops,65.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,52.0,325,81,0,evening,num_stops,52.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,334,63,0,evening,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,107.0,335,3,0,evening,num_stops,107.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,76.0,326,52A,0,evening,num_stops,76.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,327,92,0,evening,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,22.0,328,55N,0,evening,num_stops,22.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,66.0,332,97,0,evening,num_stops,66.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,102.0,333,29,0,evening,num_stops,102.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,336,81W,0,evening,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,337,74,0,evening,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,338,91,0,evening,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,112.0,339,52,0,evening,num_stops,112.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,44.0,340,95E,0,evening,num_stops,44.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,10.0,349,120,0,night,num_stops,10.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,62.0,350,93,0,night,num_stops,62.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,48.0,351,147,0,night,num_stops,48.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,47.0,352,Brn,0,night,num_stops,47.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,66.0,353,12,0,night,num_stops,66.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,70.0,341,85,0,evening,num_stops,70.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,111.0,359,8,0,night,num_stops,111.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,54.0,342,28,0,evening,num_stops,54.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,343,119,0,evening,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,54.0,344,146,0,evening,num_stops,54.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,64.0,360,73,0,night,num_stops,64.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,345,205,0,night,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,57.0,346,34,0,night,num_stops,57.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,347,67,0,night,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,49.0,361,54B,0,night,num_stops,49.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,10.0,348,169,0,night,num_stops,10.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,354,66,0,night,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,9.0,362,170,0,night,num_stops,9.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,40.0,355,51,0,night,num_stops,40.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,53.0,365,100,0,night,num_stops,53.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,104.0,366,62,0,night,num_stops,104.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,78.0,356,53A,0,night,num_stops,78.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,18.0,357,124,0,night,num_stops,18.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,358,84,0,night,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,72.0,363,78,0,night,num_stops,72.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,2.0,364,X98,0,night,num_stops,2.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,30.0,367,135,0,night,num_stops,30.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,106.0,368,4,0,night,num_stops,106.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,10.0,369,121,0,night,num_stops,10.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,370,88,0,night,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,371,77,0,night,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,25.0,372,Org,0,night,num_stops,25.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,90.0,373,15,0,night,num_stops,90.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,36.0,374,11,0,night,num_stops,36.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,58.0,375,90,0,night,num_stops,58.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,145.0,376,9,0,night,num_stops,145.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,60.0,378,201,0,night,num_stops,60.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,77.0,379,44,0,night,num_stops,77.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,382,56,0,night,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,70.0,383,55,0,night,num_stops,70.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,384,26,0,night,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,20.0,385,134,0,night,num_stops,20.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,90.0,386,50,0,night,num_stops,90.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,38.0,388,68,0,night,num_stops,38.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,389,206,0,night,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,390,Red,0,night,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,12.0,391,111A,0,night,num_stops,12.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,85.0,392,24,0,night,num_stops,85.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,393,Blue,0,night,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,394,155,0,night,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,97.0,395,94,0,night,num_stops,97.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,8.0,397,192,0,night,num_stops,8.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,95.0,398,79,0,night,num_stops,95.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,71.0,396,35,0,night,num_stops,71.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,754,Y,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,755,22,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,83.0,399,152,0,night,num_stops,83.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,107.0,400,5,0,night,num_stops,107.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,405,59,0,night,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,92.0,406,87,0,night,num_stops,92.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,63.0,401,103,0,night,num_stops,63.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,402,112,0,night,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,32.0,412,43,0,night,num_stops,32.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,32.0,413,148,0,night,num_stops,32.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,403,72,0,night,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,22.0,404,10,0,night,num_stops,22.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,57.0,407,48,0,night,num_stops,57.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,408,21,0,night,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,74.0,409,76,0,night,num_stops,74.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,762,111A,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,42.0,410,85A,0,night,num_stops,42.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,32.0,414,49B,0,night,num_stops,32.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,763,24,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,764,Blue,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,411,54,0,night,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,79.0,416,71,0,night,num_stops,79.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,417,57,0,night,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,418,108,0,night,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,419,80,0,night,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,26.0,420,106,0,night,num_stops,26.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,29.0,428,95W,0,night,num_stops,29.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,42.0,421,62H,0,night,num_stops,42.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,28.0,422,G,0,night,num_stops,28.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,98.0,423,82,0,night,num_stops,98.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,123.0,424,49,0,night,num_stops,123.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,60.0,425,6,0,night,num_stops,60.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,426,126,0,night,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,81.0,427,36,0,night,num_stops,81.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,831,85,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,429,1,0,night,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,33.0,430,J14,0,night,num_stops,33.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,832,172,0,morning,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,55.0,431,39,0,night,num_stops,55.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,80.0,432,60,0,night,num_stops,80.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,60.0,433,8A,0,night,num_stops,60.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,841,120,0,midday,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,37.0,434,Pink,0,night,num_stops,37.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,31.0,437,96,0,night,num_stops,31.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,83.0,435,47,0,night,num_stops,83.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,56.0,443,115,0,night,num_stops,56.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,436,111,0,night,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,61.0,446,70,0,night,num_stops,61.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,27.0,438,55A,0,night,num_stops,27.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,91.0,439,151,0,night,num_stops,91.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,43.0,440,P,0,night,num_stops,43.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,15.0,451,171,0,night,num_stops,15.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,87.0,441,53,0,night,num_stops,87.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,32.0,452,165,0,night,num_stops,32.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,51.0,453,92,0,night,num_stops,51.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,70.0,442,75,0,night,num_stops,70.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,47.0,444,156,0,night,num_stops,47.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,445,20,0,night,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,447,2,0,night,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,65.0,448,86,0,night,num_stops,65.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,52.0,449,81,0,night,num_stops,52.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,76.0,450,52A,0,night,num_stops,76.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,19.0,454,125,0,night,num_stops,19.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,22.0,456,55N,0,night,num_stops,22.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,54.0,455,18,0,night,num_stops,54.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,459,7,0,night,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,465,63,0,night,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,107.0,466,3,0,night,num_stops,107.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,22.0,460,143,0,night,num_stops,22.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,1.0,1103,132,0,night,num_routes,1.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,66.0,461,97,0,night,num_stops,66.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,68.0,462,54A,0,night,num_stops,68.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,467,81W,0,night,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,468,74,0,night,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,69.0,469,91,0,night,num_stops,69.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,112.0,470,52,0,night,num_stops,112.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,40.0,486,51,0,weekend,num_stops,40.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,44.0,471,95E,0,night,num_stops,44.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,18.0,488,124,0,weekend,num_stops,18.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,70.0,472,85,0,night,num_stops,70.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,14.0,473,172,0,night,num_stops,14.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,111.0,490,8,0,weekend,num_stops,111.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,66.0,474,28,0,night,num_stops,66.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,475,119,0,night,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,40.0,476,136,0,night,num_stops,40.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,56.0,477,157,0,night,num_stops,56.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,54.0,478,146,0,night,num_stops,54.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,49.0,492,54B,0,weekend,num_stops,49.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,73.0,493,78,0,weekend,num_stops,73.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,50.0,479,34,0,weekend,num_stops,50.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,77.0,504,44,0,weekend,num_stops,77.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,480,67,0,weekend,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,62.0,481,93,0,weekend,num_stops,62.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,48.0,482,147,0,weekend,num_stops,48.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,47.0,483,Brn,0,weekend,num_stops,47.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,66.0,484,12,0,weekend,num_stops,66.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,75.0,485,66,0,weekend,num_stops,75.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,76.0,487,53A,0,weekend,num_stops,76.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,45.0,489,84,0,weekend,num_stops,45.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,64.0,491,73,0,weekend,num_stops,64.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,104.0,494,62,0,weekend,num_stops,104.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,106.0,495,4,0,weekend,num_stops,106.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,34.0,496,88,0,weekend,num_stops,34.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
route,False,Chicago,88.0,497,77,0,weekend,num_stops,88.0,4dd05d5e-b859-4b04-bbfb-4b3bac872151
