route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
WTR,S3,WTR_4364_V7,West Trenton,4364,4364,R3NG_IB_4,0
WTR,S2,WTR_4370_V6,West Trenton,4370,4370,R3NG_IB_4,0
WTR,S3,WTR_4370_V7,West Trenton,4370,4370,R3NG_IB_4,0
WTR,S2,WTR_4374_V6,West Trenton,4374,4374,R3NG_IB_4,0
WTR,S3,WTR_4374_V7,West Trenton,4374,4374,R3NG_IB_4,0
WTR,S1,WTR_4382_V5,West Trenton,4382,4382,R3NG_IB_4,0
WTR,S1,WTR_5368_V56,West Trenton,5368,5368,R3NG_IB_1,0
WTR,S1,WTR_6322_V5,West Trenton,6322,6322,R3NG_IB_5,0
WTR,S1,WTR_6358_V5,West Trenton,6358,6358,R3NG_IB_5,0
WTR,S1,WTR_6370_V55,West Trenton,6370,6370,R3NG_IB_5,0
WTR,S1,WTR_6374_V5,West Trenton,6374,6374,R3NG_IB_5,0
WTR,S1,WTR_6378_V5,West Trenton,6378,6378,R3NG_IB_5,0
WTR,S1,WTR_3507_V5,Center City Philadelphia,3507,3507,R3NG_OB_1,1
WTR,S1,WTR_6321_V5,Center City Philadelphia,6321,6321,R3NG_OB_1,1
WTR,S1,WTR_6325_V5,Center City Philadelphia,6325,6325,R3NG_OB_1,1
WTR,S1,WTR_6327_V55,Center City Philadelphia,6327,6327,R3NG_OB_1,1
WTR,S2,WTR_6377_V6,Center City Philadelphia,6377,6377,R3NG_OB_1,1
WTR,S3,WTR_6377_V7,Center City Philadelphia,6377,6377,R3NG_OB_1,1
MED,S1,MED_3738_V5,Center City Philadelphia,3738,3738,R3SG_IB_1,0
MED,S1,MED_9334_V5,Center City Philadelphia,9334,9334,R3SG_IB_1,0
MED,S1,MED_9340_V55,Center City Philadelphia,9340,9340,R3SG_IB_1,0
MED,S1,MED_9344_V5,Center City Philadelphia,9344,9344,R3SG_IB_1,0
MED,S1,MED_9346_V55,Center City Philadelphia,9346,9346,R3SG_IB_1,0
MED,S1,MED_9348_V55,Center City Philadelphia,9348,9348,R3SG_IB_1,0
MED,S1,MED_9350_V55,Center City Philadelphia,9350,9350,R3SG_IB_1,0
MED,S1,MED_9352_V55,Center City Philadelphia,9352,9352,R3SG_IB_1,0
MED,S1,MED_9354_V57,Center City Philadelphia,9354,9354,R3SG_IB_1,0
MED,S1,MED_9370_V55,Center City Philadelphia,9370,9370,R3SG_IB_1,0
MED,S1,MED_2367_V5,Elwyn,2367,2367,R3SG_OB_3,1
MED,S1,MED_309_V5,Elwyn,309,309,R3SG_OB_1,1
MED,S1,MED_313_V5,Center City Philadelphia,313,313,R3SG_OB_1,1
MED,S1,MED_319_V5,Elwyn,319,319,R3SG_OB_1,1
MED,S1,MED_323_V56,Elwyn,323,323,R3SG_OB_1,1
MED,S1,MED_369_V5,Elwyn,369,369,R3SG_OB_1,1
MED,S1,MED_373_V5,Elwyn,373,373,R3SG_OB_1,1
MED,S1,MED_383_V5,Elwyn,383,383,R3SG_OB_1,1
MED,S1,MED_387_V5,Elwyn,387,387,R3SG_OB_1,1
MED,S1,MED_389_V5,Elwyn,389,389,R3SG_OB_1,1
MED,S1,MED_393_V5,Elwyn,393,393,R3SG_OB_1,1
MED,S1,MED_395_V5,Elwyn,395,395,R3SG_OB_1,1
MED,S1,MED_4311_V5,Elwyn,4311,4311,R3SG_OB_2,1
MED,S1,MED_4331_V5,Elwyn,4331,4331,R3SG_OB_2,1
MED,S2,MED_7303_V6,Elwyn,7303,7303,R3SG_OB_4,1
MED,S2,MED_7305_V6,Elwyn,7305,7305,R3SG_OB_4,1
MED,S2,MED_7307_V6,Elwyn,7307,7307,R3SG_OB_4,1
MED,S3,MED_7307_V7,Elwyn,7307,7307,R3SG_OB_4,1
MED,S2,MED_7309_V6,Elwyn,7309,7309,R3SG_OB_4,1
MED,S3,MED_7309_V7,Elwyn,7309,7309,R3SG_OB_4,1
MED,S2,MED_7311_V6,Elwyn,7311,7311,R3SG_OB_4,1
MED,S3,MED_7311_V7,Elwyn,7311,7311,R3SG_OB_4,1
MED,S2,MED_7313_V6,Elwyn,7313,7313,R3SG_OB_4,1
MED,S3,MED_7313_V7,Elwyn,7313,7313,R3SG_OB_4,1
MED,S2,MED_7315_V6,Elwyn,7315,7315,R3SG_OB_4,1
MED,S3,MED_7315_V7,Elwyn,7315,7315,R3SG_OB_4,1
MED,S2,MED_7317_V6,Elwyn,7317,7317,R3SG_OB_4,1
MED,S3,MED_7317_V7,Elwyn,7317,7317,R3SG_OB_4,1
MED,S2,MED_7319_V6,Elwyn,7319,7319,R3SG_OB_4,1
MED,S3,MED_7319_V7,Elwyn,7319,7319,R3SG_OB_4,1
MED,S2,MED_7321_V6,Elwyn,7321,7321,R3SG_OB_4,1
MED,S3,MED_7321_V7,Elwyn,7321,7321,R3SG_OB_4,1
MED,S2,MED_7323_V6,Elwyn,7323,7323,R3SG_OB_4,1
MED,S3,MED_7323_V7,Elwyn,7323,7323,R3SG_OB_4,1
MED,S2,MED_7325_V6,Elwyn,7325,7325,R3SG_OB_4,1
MED,S3,MED_7325_V7,Elwyn,7325,7325,R3SG_OB_4,1
MED,S1,MED_7327_V55,Elwyn,7327,7327,R3SG_OB_4,1
MED,S2,MED_7327_V6,Elwyn,7327,7327,R3SG_OB_4,1
MED,S3,MED_7327_V7,Elwyn,7327,7327,R3SG_OB_4,1
MED,S2,MED_7329_V6,Elwyn,7329,7329,R3SG_OB_4,1
MED,S3,MED_7329_V7,Elwyn,7329,7329,R3SG_OB_4,1
MED,S2,MED_7331_V6,Elwyn,7331,7331,R3SG_OB_4,1
MED,S3,MED_7331_V7,Elwyn,7331,7331,R3SG_OB_4,1
MED,S2,MED_7333_V6,Elwyn,7333,7333,R3SG_OB_4,1
MED,S2,MED_7335_V6,Elwyn,7335,7335,R3SG_OB_4,1
MED,S3,MED_7335_V7,Elwyn,7335,7335,R3SG_OB_4,1
MED,S1,MED_7357_V5,Elwyn,7357,7357,R3SG_OB_1,1
MED,S1,MED_7363_V5,Media,7363,7363,R3SG_OB_4,1
MED,S1,MED_7371_V5,Elwyn,7371,7371,R3SG_OB_4,1
MED,S1,MED_9339_V56,Elwyn,9339,9339,R3SG_OB_5,1
MED,S1,MED_9341_V55,Elwyn,9341,9341,R3SG_OB_5,1
MED,S1,MED_9343_V55,Elwyn,9343,9343,R3SG_OB_5,1
MED,S1,MED_9345_V55,Elwyn,9345,9345,R3SG_OB_5,1
MED,S1,MED_9351_V5,Elwyn,9351,9351,R3SG_OB_5,1
MED,S1,MED_9355_V5,Elwyn,9355,9355,R3SG_OB_5,1
MED,S1,MED_9359_V5,Elwyn,9359,9359,R3SG_OB_5,1
MED,S1,MED_9361_V5,Elwyn,9361,9361,R3SG_OB_5,1
MED,S1,MED_9365_V5,Elwyn,9365,9365,R3SG_OB_5,1
LAN,S1,LAN_3524_V5,Lansdale,3524,3524,R5NG_IB_3,0
LAN,S1,LAN_3596_V5,Doylestown,3596,3596,R5NG_IB_3,0
LAN,S1,LAN_4520_V55,Doylestown,4520,4520,R5NG_IB_5,0
LAN,S1,LAN_514_V5,Doylestown,514,514,R5NG_IB_1,0
LAN,S1,LAN_516_V5,Lansdale,516,516,R5NG_IB_2,0
LAN,S2,LAN_522_V67,Doylestown,522,522,R5NG_IB_1,0
LAN,S3,LAN_522_V77,Doylestown,522,522,R5NG_IB_2,0
LAN,S2,LAN_526_V67,Doylestown,526,526,R5NG_IB_2,0
LAN,S3,LAN_526_V77,Doylestown,526,526,R5NG_IB_2,0
LAN,S2,LAN_530_V67,Doylestown,530,530,R5NG_IB_2,0
LAN,S3,LAN_530_V77,Doylestown,530,530,R5NG_IB_2,0
LAN,S2,LAN_534_V67,Doylestown,534,534,R5NG_IB_2,0
LAN,S3,LAN_534_V77,Doylestown,534,534,R5NG_IB_2,0
LAN,S2,LAN_538_V67,Doylestown,538,538,R5NG_IB_2,0
